Capture date;X;Y;Nr.;Sex;Release date;Site.code;Site;Traffic;Road verge;Direction;Species;Crossed road;Behaviour;Comments
43257;6586016;613290;1;M;43268;HL;Tosterön;H;L;E;C. arcania;0;3;
43257;6585982;613281;2;M;43268;HL;Tosterön;H;L;N;C. arcania;0;2;
43257;6585982;613281;3;M;43268;HL;Tosterön;H;L;N;C. arcania;0;2;
43257;6585982;613281;4;F;43268;HH;Aspö;H;H;N;C. arcania;0;2;
43257;6585487;613319;5;F;43268;HH;Aspö;H;H;W;C. arcania;1;1;
43257;6585487;613319;6;F;43268;HH;Aspö;H;H;W;C. arcania;1;1;
43257;6585487;613319;7;F;43268;HH;Aspö;H;H;W;C. arcania;1;1;
43257;6585487;613319;8;F;43268;HL;Tosterön;H;L;E;C. arcania;0;3;
43257;6585487;613319;9;M;43268;HL;Tosterön;H;L;N;C. arcania;0;2;
43257;6585487;613319;10;F;43268;HH;Aspö;H;H;N;C. arcania;0;2;
43257;6585487;613319;11;M;43268;HH;Aspö;H;H;N;C. arcania;0;2;
43257;6585487;613319;12;M;43268;HL;Tosterön;H;L;E;C. arcania;0;3;
43257;6585487;613319;13;F;43268;HL;Tosterön;H;L;W;C. arcania;1;1;
43257;6585487;613319;14;M;43268;HL;Tosterön;H;L;W;C. arcania;1;1;Dog när korsade
43257;6585487;613319;15;M;43268;HH;Aspö;H;H;W;C. arcania;1;1;
43257;6585487;613319;16;M;43268;HL;Tosterön;H;L;E;C. arcania;0;3;
43257;6585487;613319;17;F;43268;HL;Tosterön;H;L;E;C. arcania;0;3;
43257;6585487;613319;18;M;43268;HH;Aspö;H;H;S;C. arcania;0;2;
43257;6585487;613319;19;F;43268;HH;Aspö;H;H;N;C. arcania;0;2;
43257;6585487;613319;20;M;43267;HH;Aspö;H;H;S;C. arcania;0;2;
43270;6625345;664834;21;M;43271;LL;Åsbergby;L;L;S;C. arcania;0;2;
43270;6625345;664834;22;M;43271;LL;Åsbergby;L;L;E;C. arcania;0;3;
43270;6625345;664834;23;M;43271;LL;Åsbergby;L;L;W;C. arcania;1;1;
43270;6621599;666485;24;F;43271;LH;Veda;L;H;W;C. arcania;0;2;
43270;6621599;666485;25;M;43271;LH;Veda;L;H;W;C. arcania;0;2;
43270;6621599;666485;26;M;43271;LH;Veda;L;H;S;C. arcania;0;3;
43270;6621534;666470;27;F;43271;LH;Veda;L;H;E;C. arcania;0;2;
43275;6621536;666466;28;M;43275;LH;Veda;L;H;E;C. arcania;0;2;
43275;6621536;666466;29;F;43275;LH;Veda;L;H;E;C. arcania;0;2;
43275;6621536;666466;30;F;43275;LH;Veda;L;H;N;C. arcania;1;1;
43275;6621536;666466;31;M;43275;LH;Veda;L;H;N;C. arcania;1;1;
43275;6621313;665399;32;M;43275;LH;Veda;L;H;W;C. arcania;0;2;
43275;6620972;663796;33;F;43275;LH;Veda;L;H;E;C. arcania;0;2;
43275;6625235;664833;34;M;43275;LL;Åsbergby;L;L;W;C. arcania;1;1;
43275;6625517;665710;35;F;43275;LL;Åsbergby;L;L;N;C. arcania;0;2;
43275;6625517;665710;36;F;43275;LL;Åsbergby;L;L;E;C. arcania;0;3;
43275;6625517;665710;37;F;43275;LL;Åsbergby;L;L;N;C. arcania;0;2;
43278;6625517;665711;38;F;43278;HL;Tosterön;H;L;E;C. arcania;0;3;
43278;6625517;665711;39;F;43278;HL;Tosterön;H;L;E;C. arcania;0;3;
43278;6625517;665711;40;M;43278;HL;Tosterön;H;L;S;C. arcania;0;2;
43278;6625517;665711;41;F;43278;HL;Tosterön;H;L;W;C. arcania;1;1;
43278;6625517;665711;42;F;43278;HL;Tosterön;H;L;W;C. arcania;1;1;
43278;6625517;665711;43;M;43278;HL;Tosterön;H;L;N;C. arcania;0;2;
43278;6625517;665711;44;M;43278;HL;Tosterön;H;L;W;C. arcania;1;1;
43278;6620978;663794;45;F;43278;LL;Åsbergby;L;L;S;C. arcania;0;2;
43278;6620978;663794;46;M;43278;LL;Åsbergby;L;L;N;C. arcania;0;2;
43278;6620978;663794;47;M;43278;LL;Åsbergby;L;L;S;C. arcania;0;2;
43278;6620978;663794;48;F;43278;LL;Åsbergby;L;L;W;C. arcania;1;1;
43278;6620978;663794;49;M;43278;LL;Åsbergby;L;L;S;C. arcania;0;2;
43278;6620978;663794;50;F;43278;LL;Åsbergby;L;L;W;C. arcania;1;1;
43278;6620978;663794;51;M;43278;LL;Åsbergby;L;L;S;C. arcania;0;2;
43279;6620978;663794;52;M;43279;HL;Tosterön;H;L;N;C. arcania;0;2;
43279;6620978;663794;53;F;43279;HL;Tosterön;H;L;N;C. arcania;0;2;
43279;6620978;663794;54;F;43279;HL;Tosterön;H;L;E;C. arcania;0;3;
43279;6620978;663794;55;F;43279;HL;Tosterön;H;L;E;C. arcania;0;3;
43279;6620978;663794;56;M;43279;HL;Tosterön;H;L;E;C. arcania;0;3;
43279;6620978;663794;57;M;43279;HL;Tosterön;H;L;W;C. arcania;1;1;
43282;6585461;613324;59;F;43282;HH;Aspö;H;H;S;C. arcania;0;2;
43282;6585461;613324;60;F;43282;HL;Tosterön;H;L;S;C. arcania;0;2;
43282;6585461;613324;61;M;43282;HH;Aspö;H;H;N;C. arcania;0;2;
43282;6585461;613324;62;F;43282;HL;Tosterön;H;L;S;C. arcania;0;2;
43282;6585461;613324;63;F;43282;HL;Tosterön;H;L;W;C. arcania;1;1;
43282;6585461;613324;64;M;43282;HL;Tosterön;H;L;E;C. arcania;0;3;
43282;6585461;613324;65;M;43282;HL;Tosterön;H;L;W;C. arcania;1;1;
43282;6585461;613324;66;M;43282;HL;Tosterön;H;L;W;C. arcania;1;1;
43282;6585461;613324;67;M;43282;HL;Tosterön;H;L;W;C. arcania;1;1;
43282;6585461;613324;68;F;43282;HH;Aspö;H;H;S;C. arcania;0;2;
43282;6585461;613324;69;F;43282;HH;Aspö;H;H;E;C. arcania;0;3;
43282;6585461;613324;70;F;43282;HH;Aspö;H;H;S;C. arcania;0;2;
43282;6585461;613324;71;F;43282;HL;Tosterön;H;L;E;C. arcania;0;3;
43282;6585461;613324;72;F;43282;HL;Tosterön;H;L;N;C. arcania;0;2;
43282;6585461;613324;73;F;43282;HH;Aspö;H;H;E;C. arcania;0;3;
43282;6585461;613324;74;F;43282;HH;Aspö;H;H;E;C. arcania;0;3;
43282;6585461;613324;75;M;43282;HH;Aspö;H;H;S;C. arcania;0;2;
43282;6585461;613324;76;F;43282;HH;Aspö;H;H;S;C. arcania;0;2;
43282;6585461;613324;77;M;43282;HH;Aspö;H;H;N;C. arcania;0;2;
43282;6585461;613324;78;F;43282;HL;Tosterön;H;L;S;C. arcania;0;2;
43283;6601303;613585;79;F;43284;HL;Tosterön;H;L;E;C. arcania;0;3;
43283;6601303;613585;80;M;43284;HH;Aspö;H;H;S;C. arcania;0;2;
43283;6601303;613585;81;F;43284;HH;Aspö;H;H;N;C. arcania;0;2;
43285;6621419;666936;82;M;43285;LH;Veda;L;H;W;C. arcania;0;2;
43285;6621419;666936;83;F;43285;LL;Åsbergby;L;L;E;C. arcania;0;3;
43283;6585461;613324;84;F;43284;HH;Aspö;H;H;N;C. arcania;0;2;
43283;6585461;613324;85;M;43284;HL;Tosterön;H;L;N;C. arcania;0;2;
43283;6585461;613324;86;F;43284;HH;Aspö;H;H;S;C. arcania;0;2;
43283;6585461;613324;87;F;43284;HL;Tosterön;H;L;W;C. arcania;1;1;
43283;6585461;613324;88;F;43284;HL;Tosterön;H;L;W;C. arcania;1;1;
43283;6585461;613324;89;M;43284;HL;Tosterön;H;L;E;C. arcania;0;3;
43283;6585461;613324;90;F;43284;HH;Aspö;H;H;S;C. arcania;0;2;
43283;6585461;613324;91;M;43284;HL;Tosterön;H;L;N;C. arcania;0;2;
43283;6585461;613324;92;F;43284;HH;Aspö;H;H;E;C. arcania;0;3;
43285;6621419;666936;93;F;43285;LH;Veda;L;H;N;C. arcania;1;1;
43285;6621419;666936;94;F;43285;LH;Veda;L;H;W;C. arcania;0;2;
43285;6621419;666936;95;F;43285;LL;Åsbergby;L;L;E;C. arcania;0;3;
43285;6621419;666936;96;M;43285;LH;Veda;L;H;W;C. arcania;0;2;
43285;6621419;666936;97;F;43285;LH;Veda;L;H;W;C. arcania;0;2;
43285;6621419;666936;98;M;43285;LL;Åsbergby;L;L;E;C. arcania;0;3;
43285;6621419;666936;99;F;43285;LL;Åsbergby;L;L;S;C. arcania;0;2;
43285;6621419;666936;100;M;43285;LL;Åsbergby;L;L;E;C. arcania;0;3;
43285;6621419;666936;101;F;43285;LH;Veda;L;H;N;C. arcania;1;1;
43285;6621419;666936;102;F;43285;LL;Åsbergby;L;L;E;C. arcania;0;3;
43287;6585477;613314;103;M;43287;HL;Tosterön;H;L;N;C. arcania;0;2;
43287;6585477;613314;104;M;43287;HH;Aspö;H;H;S;C. arcania;0;2;
43289;6585477;613314;105;M;43289;HL;Tosterön;H;L;N;C. arcania;0;2;
43289;6585477;613314;106;M;43289;HH;Aspö;H;H;N;C. arcania;0;2;
43292;6585477;613314;107;F;43292;HL;Tosterön;H;L;S;C. arcania;0;2;
43292;6585477;613314;108;F;43292;HH;Aspö;H;H;S;C. arcania;0;2;
43270;6625345;664834;201;M;43271;LL;Åsbergby;L;L;W;C. arcania;1;1;
43270;6625345;664834;202;M;43271;LL;Åsbergby;L;L;S;C. arcania;0;2;
43270;6625345;664834;203;M;43271;LL;Åsbergby;L;L;E;C. arcania;0;3;
43270;6625345;664834;204;M;43271;LL;Åsbergby;L;L;N;C. arcania;0;2;
43270;6625345;664834;205;M;43271;LL;Åsbergby;L;L;S;C. arcania;0;2;
43270;6625345;664834;206;M;43271;LL;Åsbergby;L;L;N;C. arcania;0;2;
43270;6625345;664834;207;F;43271;LL;Åsbergby;L;L;S;C. arcania;0;2;
43270;6621599;666485;208;M;43271;LH;Veda;L;H;E;C. arcania;0;2;
43270;6621599;666485;209;F;43271;LH;Veda;L;H;E;C. arcania;0;2;
43270;6621599;666485;210;F;43271;LH;Veda;L;H;N;C. arcania;1;1;
43270;6621534;666470;211;F;43271;LH;Veda;L;H;N;C. arcania;1;1;
43270;6621534;666470;212;F;43271;LH;Veda;L;H;E;C. arcania;0;2;
43270;6621534;666470;213;F;43271;LH;Veda;L;H;E;C. arcania;0;2;
43275;6621313;665399;214;M;43275;LH;Veda;L;H;E;C. arcania;0;2;
43275;6620972;663796;215;M;43275;LH;Veda;L;H;E;C. arcania;0;2;
43275;6620972;663796;216;F;43275;LH;Veda;L;H;N;C. arcania;1;1;
43275;6620972;663796;217;M;43275;LH;Veda;L;H;E;C. arcania;0;2;
43275;6625235;664833;218;M;43275;LL;Åsbergby;L;L;W;C. arcania;1;1;
43275;6625235;664833;219;M;43275;LL;Åsbergby;L;L;W;C. arcania;1;1;
43275;6625235;664833;220;M;43275;LL;Åsbergby;L;L;N;C. arcania;0;2;
43275;6625517;665710;221;F;43275;LL;Åsbergby;L;L;W;C. arcania;1;1;
43275;6625517;665710;222;M;43275;LL;Åsbergby;L;L;E;C. arcania;0;3;
43275;6625517;665710;223;M;43275;LL;Åsbergby;L;L;E;C. arcania;0;3;
43278;6625517;665711;224;M;43278;HH;Aspö;H;H;S;C. arcania;0;2;
43278;6625517;665711;225;M;43278;HH;Aspö;H;H;S;C. arcania;0;2;
43278;6625517;665711;226;F;43278;HH;Aspö;H;H;W;C. arcania;1;1;
43278;6625517;665711;227;M;43278;HH;Aspö;H;H;W;C. arcania;1;1;
43278;6625517;665711;228;M;43278;HH;Aspö;H;H;S;C. arcania;0;2;
43278;6625517;665711;229;M;43278;HH;Aspö;H;H;N;C. arcania;0;2;
43278;6625517;665711;230;M;43278;HL;Tosterön;H;L;W;C. arcania;1;1;
43278;6625517;665711;231;F;43278;HH;Aspö;H;H;S;C. arcania;0;2;
43278;6625517;665711;232;M;43278;HH;Aspö;H;H;N;C. arcania;0;2;
43278;6625517;665711;233;F;43278;HH;Aspö;H;H;N;C. arcania;0;2;
43278;6625517;665711;234;F;43278;HL;Tosterön;H;L;W;C. arcania;1;1;
43278;6596844;613624;235;F;43278;HH;Aspö;H;H;N;C. arcania;0;2;
43278;6625517;665711;236;F;43278;HL;Tosterön;H;L;S;C. arcania;0;2;
43278;6596845;613621;237;F;43278;LH;Veda;L;H;W;C. arcania;0;2;
43278;6596845;613621;238;F;43278;LH;Veda;L;H;N;C. arcania;1;1;
43278;6596845;613621;239;F;43278;LH;Veda;L;H;W;C. arcania;0;2;
43278;6596845;613621;240;M;43278;LH;Veda;L;H;S;C. arcania;0;3;
43278;6596845;613621;241;M;43278;LH;Veda;L;H;W;C. arcania;0;2;
43278;6596845;613621;242;M;43278;LH;Veda;L;H;S;C. arcania;0;3;
43278;6596845;613621;243;M;43278;LH;Veda;L;H;W;C. arcania;0;2;
43278;6596845;613621;244;M;43278;LH;Veda;L;H;W;C. arcania;0;2;
43278;6596845;613621;245;F;43278;LH;Veda;L;H;S;C. arcania;0;3;
43278;6596845;613621;246;F;43278;LH;Veda;L;H;S;C. arcania;0;3;
43279;6601375;613624;247;M;43279;HL;Tosterön;H;L;W;C. arcania;1;1;
43279;6601375;613624;248;M;43279;HH;Aspö;H;H;N;C. arcania;0;2;
43279;6601602;613525;249;M;43279;HL;Tosterön;H;L;S;C. arcania;0;2;
43279;6601602;613525;250;M;43279;HH;Aspö;H;H;W;C. arcania;1;1;
43279;6601602;613525;251;M;43279;HH;Aspö;H;H;N;C. arcania;0;2;
43279;6601602;613525;252;M;43279;HH;Aspö;H;H;S;C. arcania;0;2;
43279;6601602;613525;253;M;43279;HH;Aspö;H;H;N;C. arcania;0;2;
43279;6601602;613525;254;M;43279;HH;Aspö;H;H;S;C. arcania;0;2;
43279;6601602;613525;255;M;43279;HH;Aspö;H;H;N;C. arcania;0;2;
43279;6601602;613525;256;M;43279;HH;Aspö;H;H;N;C. arcania;0;2;
43279;6601602;613525;257;M;43279;HH;Aspö;H;H;W;C. arcania;1;1;
43279;6601602;613525;258;F;43279;HL;Tosterön;H;L;W;C. arcania;1;1;Möjligt död
43279;6601602;613525;259;F;43279;HH;Aspö;H;H;S;C. arcania;0;2;
43282;6625179;664854;260;F;43283;LL;Åsbergby;L;L;S;C. arcania;0;2;
43282;6625179;664854;261;F;43283;LL;Åsbergby;L;L;N;C. arcania;0;2;
43282;6625179;664854;262;M;43283;LL;Åsbergby;L;L;N;C. arcania;0;2;
43282;6625179;664854;263;F;43283;LL;Åsbergby;L;L;S;C. arcania;0;2;
43282;6625433;665794;264;F;43283;LL;Åsbergby;L;L;N;C. arcania;0;2;
43282;6625065;666016;265;F;43283;LL;Åsbergby;L;L;E;C. arcania;0;3;
43282;6625065;666016;266;F;43283;LL;Åsbergby;L;L;E;C. arcania;0;3;
43282;6626248;666288;267;F;43283;LL;Åsbergby;L;L;E;C. arcania;0;3;
43282;6626248;666288;268;F;43283;LL;Åsbergby;L;L;E;C. arcania;0;3;
43282;6626248;666288;269;F;43283;LL;Åsbergby;L;L;N;C. arcania;0;2;
43283;6621443;666935;270;F;43283;LL;Åsbergby;L;L;W;C. arcania;1;1;
43283;6621443;666935;271;M;43283;LH;Veda;L;H;W;C. arcania;0;2;
43283;6621443;666935;272;M;43283;LH;Veda;L;H;E;C. arcania;0;2;
43283;6621443;666935;273;F;43283;LL;Åsbergby;L;L;W;C. arcania;1;1;
43283;6621443;666935;274;F;43283;LH;Veda;L;H;W;C. arcania;0;2;
43283;6621443;666935;275;M;43283;LH;Veda;L;H;N;C. arcania;1;1;
43283;6621443;666935;276;M;43283;LH;Veda;L;H;W;C. arcania;0;2;
43283;6621443;666935;277;F;43283;LH;Veda;L;H;W;C. arcania;0;2;
43283;6621443;666935;278;M;43283;LH;Veda;L;H;W;C. arcania;0;2;
43283;6621443;666935;279;F;43283;LH;Veda;L;H;N;C. arcania;1;1;
43283;6621374;666926;280;M;43283;LL;Åsbergby;L;L;S;C. arcania;0;2;
43283;6621374;666926;281;F;43283;LH;Veda;L;H;W;C. arcania;0;2;
43283;6621374;666926;282;F;43283;LH;Veda;L;H;W;C. arcania;0;2;
43285;6601281;613632;283;M;43285;HH;Aspö;H;H;S;C. arcania;0;2;
43285;6601281;613632;284;F;43285;HH;Aspö;H;H;S;C. arcania;0;2;
43285;6601281;613632;285;F;43285;HH;Aspö;H;H;E;C. arcania;0;3;
43285;6601281;613632;286;M;43285;HH;Aspö;H;H;S;C. arcania;0;2;
43285;6601281;613632;287;F;43285;HH;Aspö;H;H;S;C. arcania;0;2;
43285;6601281;613632;288;F;43285;HH;Aspö;H;H;S;C. arcania;0;2;
43285;6601281;613632;289;F;43285;HH;Aspö;H;H;W;C. arcania;1;1;
43285;6601345;613748;290;M;43285;HH;Aspö;H;H;S;C. arcania;0;2;
43285;6601345;613748;291;F;43285;HH;Aspö;H;H;S;C. arcania;0;2;
43285;6601345;613748;292;M;43285;HH;Aspö;H;H;N;C. arcania;0;2;
43286;6585953;613163;293;M;43286;HL;Tosterön;H;L;E;C. arcania;0;3;
43286;6585953;613163;294;M;43286;HL;Tosterön;H;L;W;C. arcania;1;1;
43286;6585953;613163;295;F;43286;HL;Tosterön;H;L;S;C. arcania;0;2;
43286;6585953;613163;296;M;43286;HL;Tosterön;H;L;S;C. arcania;0;2;
43286;6585953;613163;297;F;43286;HL;Tosterön;H;L;E;C. arcania;0;3;
43286;6598406;613191;298;F;43286;HL;Tosterön;H;L;E;C. arcania;0;3;
43286;6598406;613191;299;F;43286;HL;Tosterön;H;L;W;C. arcania;1;1;
43286;6598406;613191;300;M;43286;HL;Tosterön;H;L;S;C. arcania;0;2;
43287;6598407;613190;301;M;43287;LH;Veda;L;H;W;C. arcania;0;2;
43287;6598407;613190;302;M;43287;LH;Veda;L;H;E;C. arcania;0;2;
43287;6598407;613190;303;F;43287;LL;Åsbergby;L;L;W;C. arcania;1;1;
43287;6598407;613190;304;M;43287;LL;Åsbergby;L;L;E;C. arcania;0;3;
43290;6595200;614551;305;M;43290;HL;Tosterön;H;L;E;C. arcania;0;3;
43291;6588532;614746;306;M;43291;HL;Tosterön;H;L;S;C. arcania;0;2;
43291;6588532;614746;307;F;43291;HH;Aspö;H;H;N;C. arcania;0;2;
43298;6625345;664834;308;F;43298;LH;Veda;L;H;W;C. arcania;0;2;
43287;6585477;613314;1;M;43287;HH;Aspö;H;H;E;A. hyperantus;0;3;
43287;6585477;613314;2;F;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;3;M;43287;HH;Aspö;H;H;E;A. hyperantus;0;3;
43287;6585477;613314;4;F;43287;HH;Aspö;H;H;S;A. hyperantus;0;2;
43287;6585477;613314;5;F;43287;HH;Aspö;H;H;E;A. hyperantus;0;3;
43287;6585477;613314;6;M;43287;HH;Aspö;H;H;E;A. hyperantus;0;3;
43287;6585477;613314;7;M;43287;HH;Aspö;H;H;S;A. hyperantus;0;2;
43287;6585477;613314;8;M;43287;HH;Aspö;H;H;;A. hyperantus;;;missed it flying away
43287;6585477;613314;9;F;43287;HH;Aspö;H;H;S;A. hyperantus;0;2;
43287;6585477;613314;10;F;43287;HH;Aspö;H;H;W;A. hyperantus;1;1;
43287;6585477;613314;11;M;43287;HH;Aspö;H;H;E;A. hyperantus;0;3;
43287;6585477;613314;12;F;43287;HH;Aspö;H;H;E;A. hyperantus;0;3;
43287;6585477;613314;13;F;43287;HL;Tosterön;H;L;W;A. hyperantus;1;1;
43287;6585477;613314;14;F;43287;HH;Aspö;H;H;W;A. hyperantus;1;1;
43287;6585477;613314;15;M;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;16;F;43287;HH;Aspö;H;H;W;A. hyperantus;1;1;
43287;6585477;613314;17;F;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;18;M;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;19;F;43287;HL;Tosterön;H;L;W;A. hyperantus;1;1;
43287;6585477;613314;20;M;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;21;M;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;22;M;43287;HH;Aspö;H;H;E;A. hyperantus;0;3;
43287;6585477;613314;23;M;43287;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43287;6585477;613314;24;F;43287;HH;Aspö;H;H;W;A. hyperantus;1;1;
43287;6585477;613314;25;M;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;26;F;43287;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43287;6585477;613314;27;F;43287;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43287;6585477;613314;28;M;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;29;F;43287;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43287;6585477;613314;30;M;43287;HL;Tosterön;H;L;W;A. hyperantus;1;1;
43289;6585477;613314;31;F;43289;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43289;6585477;613314;32;F;43289;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43289;6585477;613314;33;M;43289;HH;Aspö;H;H;S;A. hyperantus;0;2;
43289;6585477;613314;34;F;43289;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43289;6585477;613314;35;M;43289;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43289;6585477;613314;36;F;43289;HH;Aspö;H;H;S;A. hyperantus;0;2;
43289;6585477;613314;37;F;43289;HH;Aspö;H;H;E;A. hyperantus;0;3;
43289;6585477;613314;38;F;43289;HH;Aspö;H;H;S;A. hyperantus;0;2;
43289;6585477;613314;39;F;43289;HH;Aspö;H;H;S;A. hyperantus;0;2;
43289;6585477;613314;40;M;43289;HH;Aspö;H;H;W;A. hyperantus;1;1;
43289;6585477;613314;41;F;43289;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43289;6585477;613314;42;M;43289;HH;Aspö;H;H;E;A. hyperantus;0;3;
43289;6585477;613314;43;M;43289;HH;Aspö;H;H;S;A. hyperantus;0;2;
43289;6585477;613314;44;F;43289;HH;Aspö;H;H;E;A. hyperantus;0;3;
43289;6585477;613314;45;F;43289;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43289;6585477;613314;46;F;43289;HL;Tosterön;H;L;N;A. hyperantus;0;2;
